"date","Latitude","Longitude","temperature","locID"
"1987-12-01T00:00:00Z",52.0430842055019,5.83209001369679,2.03792548179626,"loc5"
"1987-12-01T00:00:00Z",52.0430842055019,5.84739648620528,2.03548908233643,"loc1"
"1987-12-01T00:00:00Z",52.0430842055019,5.86270295871377,2.03359055519104,"loc2"
"1987-12-01T00:00:00Z",52.0359567478801,5.83209001369679,2.04059338569641,"loc6"
"1987-12-01T00:00:00Z",52.0359567478801,5.84739648620528,2.03814840316772,"loc3"
"1987-12-01T00:00:00Z",52.0359567478801,5.86270295871377,2.03623628616333,"loc4"
"1987-12-02T00:00:00Z",52.0430842055019,5.83209001369679,1.76688623428345,"loc5"
"1987-12-02T00:00:00Z",52.0430842055019,5.84739648620528,1.76214838027954,"loc1"
"1987-12-02T00:00:00Z",52.0430842055019,5.86270295871377,1.75844573974609,"loc2"
"1987-12-02T00:00:00Z",52.0359567478801,5.83209001369679,1.77010989189148,"loc6"
"1987-12-02T00:00:00Z",52.0359567478801,5.84739648620528,1.76541495323181,"loc3"
"1987-12-02T00:00:00Z",52.0359567478801,5.86270295871377,1.7617381811142,"loc4"
"1987-12-03T00:00:00Z",52.0430842055019,5.83209001369679,1.12836885452271,"loc5"
"1987-12-03T00:00:00Z",52.0430842055019,5.84739648620528,1.12601161003113,"loc1"
"1987-12-03T00:00:00Z",52.0430842055019,5.86270295871377,1.124183177948,"loc2"
"1987-12-03T00:00:00Z",52.0359567478801,5.83209001369679,1.12835335731506,"loc6"
"1987-12-03T00:00:00Z",52.0359567478801,5.84739648620528,1.12606632709503,"loc3"
"1987-12-03T00:00:00Z",52.0359567478801,5.86270295871377,1.12429428100586,"loc4"
"1987-12-04T00:00:00Z",52.0430842055019,5.83209001369679,-0.594045102596283,"loc5"
"1987-12-04T00:00:00Z",52.0430842055019,5.84739648620528,-0.601218163967133,"loc1"
"1987-12-04T00:00:00Z",52.0430842055019,5.86270295871377,-0.606923282146454,"loc2"
"1987-12-04T00:00:00Z",52.0359567478801,5.83209001369679,-0.586971640586853,"loc6"
"1987-12-04T00:00:00Z",52.0359567478801,5.84739648620528,-0.594173491001129,"loc3"
"1987-12-04T00:00:00Z",52.0359567478801,5.86270295871377,-0.59991854429245,"loc4"
"1987-12-05T00:00:00Z",52.0430842055019,5.83209001369679,-0.659010469913483,"loc5"
"1987-12-05T00:00:00Z",52.0430842055019,5.84739648620528,-0.677437126636505,"loc1"
"1987-12-05T00:00:00Z",52.0430842055019,5.86270295871377,-0.692249596118927,"loc2"
"1987-12-05T00:00:00Z",52.0359567478801,5.83209001369679,-0.643754839897156,"loc6"
"1987-12-05T00:00:00Z",52.0359567478801,5.84739648620528,-0.662204504013062,"loc3"
"1987-12-05T00:00:00Z",52.0359567478801,5.86270295871377,-0.677074790000916,"loc4"
"1987-12-06T00:00:00Z",52.0430842055019,5.83209001369679,-1.25993239879608,"loc5"
"1987-12-06T00:00:00Z",52.0430842055019,5.84739648620528,-1.27197229862213,"loc1"
"1987-12-06T00:00:00Z",52.0430842055019,5.86270295871377,-1.28163695335388,"loc2"
"1987-12-06T00:00:00Z",52.0359567478801,5.83209001369679,-1.25524270534515,"loc6"
"1987-12-06T00:00:00Z",52.0359567478801,5.84739648620528,-1.26712739467621,"loc3"
"1987-12-06T00:00:00Z",52.0359567478801,5.86270295871377,-1.27668154239655,"loc4"
"1987-12-07T00:00:00Z",52.0430842055019,5.83209001369679,-1.38019716739655,"loc5"
"1987-12-07T00:00:00Z",52.0430842055019,5.84739648620528,-1.39836263656616,"loc1"
"1987-12-07T00:00:00Z",52.0430842055019,5.86270295871377,-1.41298067569733,"loc2"
"1987-12-07T00:00:00Z",52.0359567478801,5.83209001369679,-1.3702175617218,"loc6"
"1987-12-07T00:00:00Z",52.0359567478801,5.84739648620528,-1.3882532119751,"loc3"
"1987-12-07T00:00:00Z",52.0359567478801,5.86270295871377,-1.40279424190521,"loc4"
"1987-12-08T00:00:00Z",52.0430842055019,5.83209001369679,-3.52971506118774,"loc5"
"1987-12-08T00:00:00Z",52.0430842055019,5.84739648620528,-3.53412485122681,"loc1"
"1987-12-08T00:00:00Z",52.0430842055019,5.86270295871377,-3.53744292259216,"loc2"
"1987-12-08T00:00:00Z",52.0359567478801,5.83209001369679,-3.52690148353577,"loc6"
"1987-12-08T00:00:00Z",52.0359567478801,5.84739648620528,-3.53126239776611,"loc3"
"1987-12-08T00:00:00Z",52.0359567478801,5.86270295871377,-3.5345470905304,"loc4"
"1987-12-09T00:00:00Z",52.0430842055019,5.83209001369679,-4.95857667922974,"loc5"
"1987-12-09T00:00:00Z",52.0430842055019,5.84739648620528,-4.95181703567505,"loc1"
"1987-12-09T00:00:00Z",52.0430842055019,5.86270295871377,-4.94607496261597,"loc2"
"1987-12-09T00:00:00Z",52.0359567478801,5.83209001369679,-4.96092081069946,"loc6"
"1987-12-09T00:00:00Z",52.0359567478801,5.84739648620528,-4.95421504974365,"loc3"
"1987-12-09T00:00:00Z",52.0359567478801,5.86270295871377,-4.94850730895996,"loc4"
"1987-12-10T00:00:00Z",52.0430842055019,5.83209001369679,0.255283534526825,"loc5"
"1987-12-10T00:00:00Z",52.0430842055019,5.84739648620528,0.238309502601624,"loc1"
"1987-12-10T00:00:00Z",52.0430842055019,5.86270295871377,0.22446383535862,"loc2"
"1987-12-10T00:00:00Z",52.0359567478801,5.83209001369679,0.253787100315094,"loc6"
"1987-12-10T00:00:00Z",52.0359567478801,5.84739648620528,0.237262487411499,"loc3"
"1987-12-10T00:00:00Z",52.0359567478801,5.86270295871377,0.223775953054428,"loc4"
"1987-12-11T00:00:00Z",52.0430842055019,5.83209001369679,3.82852339744568,"loc5"
"1987-12-11T00:00:00Z",52.0430842055019,5.84739648620528,3.81725120544434,"loc1"
"1987-12-11T00:00:00Z",52.0430842055019,5.86270295871377,3.80811047554016,"loc2"
